id,name,mal_id,source,image,image_fallback,image_small,rarity,active
1450,Retsuko,140321,,https://cdn.myanimelist.net/images/characters/2/304531.webp,https://cdn.myanimelist.net/images/characters/2/304531.jpg,https://cdn.myanimelist.net/images/characters/2/304531t.webp,1,1
1451,Mei Tachibana,24201,,https://cdn.myanimelist.net/images/characters/8/189952.webp,https://cdn.myanimelist.net/images/characters/8/189952.jpg,https://cdn.myanimelist.net/images/characters/8/189952t.webp,1,1
1452,Enju Aihara,74621,,https://cdn.myanimelist.net/images/characters/5/241787.webp,https://cdn.myanimelist.net/images/characters/5/241787.jpg,https://cdn.myanimelist.net/images/characters/5/241787t.webp,1,1
1453,Farnese de Vandimion,7857,,https://cdn.myanimelist.net/images/characters/3/150707.webp,https://cdn.myanimelist.net/images/characters/3/150707.jpg,https://cdn.myanimelist.net/images/characters/3/150707t.webp,1,1
1454,Yukina Himeragi,81597,,https://cdn.myanimelist.net/images/characters/3/531447.webp,https://cdn.myanimelist.net/images/characters/3/531447.jpg,https://cdn.myanimelist.net/images/characters/3/531447t.webp,1,1
1455,Mamoru Chiba,4013,,https://cdn.myanimelist.net/images/characters/5/160873.webp,https://cdn.myanimelist.net/images/characters/5/160873.jpg,https://cdn.myanimelist.net/images/characters/5/160873t.webp,1,1
1456,Ryouko Hakubi,4322,,https://cdn.myanimelist.net/images/characters/12/70710.webp,https://cdn.myanimelist.net/images/characters/12/70710.jpg,https://cdn.myanimelist.net/images/characters/12/70710t.webp,1,1
1457,Saki Hanajima,376,,https://cdn.myanimelist.net/images/characters/14/401128.webp,https://cdn.myanimelist.net/images/characters/14/401128.jpg,https://cdn.myanimelist.net/images/characters/14/401128t.webp,1,1
1458,Neuro Nougami,4479,,https://cdn.myanimelist.net/images/characters/13/89821.webp,https://cdn.myanimelist.net/images/characters/13/89821.jpg,https://cdn.myanimelist.net/images/characters/13/89821t.webp,1,1
1459,Touta Matsuda,1906,,https://cdn.myanimelist.net/images/characters/10/68302.webp,https://cdn.myanimelist.net/images/characters/10/68302.jpg,https://cdn.myanimelist.net/images/characters/10/68302t.webp,1,1
1460,Hanayo Koizumi,46017,,https://cdn.myanimelist.net/images/characters/4/201133.webp,https://cdn.myanimelist.net/images/characters/4/201133.jpg,https://cdn.myanimelist.net/images/characters/4/201133t.webp,1,1
1461,Quanxi,181441,,https://cdn.myanimelist.net/images/characters/4/500501.webp,https://cdn.myanimelist.net/images/characters/4/500501.jpg,https://cdn.myanimelist.net/images/characters/4/500501t.webp,1,1
1462,Chisaki Hiradaira,86227,,https://cdn.myanimelist.net/images/characters/7/224287.webp,https://cdn.myanimelist.net/images/characters/7/224287.jpg,https://cdn.myanimelist.net/images/characters/7/224287t.webp,1,1
1463,Reiji Mitsurugi,8673,,https://cdn.myanimelist.net/images/characters/6/91254.webp,https://cdn.myanimelist.net/images/characters/6/91254.jpg,https://cdn.myanimelist.net/images/characters/6/91254t.webp,1,1
1464,Ushio Kofune,170611,,https://cdn.myanimelist.net/images/characters/10/431802.webp,https://cdn.myanimelist.net/images/characters/10/431802.jpg,https://cdn.myanimelist.net/images/characters/10/431802t.webp,1,1
1465,Frau,12743,,https://cdn.myanimelist.net/images/characters/7/112843.webp,https://cdn.myanimelist.net/images/characters/7/112843.jpg,https://cdn.myanimelist.net/images/characters/7/112843t.webp,1,1
1466,Makoto Sunakawa,87621,,https://cdn.myanimelist.net/images/characters/10/279777.webp,https://cdn.myanimelist.net/images/characters/10/279777.jpg,https://cdn.myanimelist.net/images/characters/10/279777t.webp,1,1
1467,Slaine Troyard,103695,,https://cdn.myanimelist.net/images/characters/3/277376.webp,https://cdn.myanimelist.net/images/characters/3/277376.jpg,https://cdn.myanimelist.net/images/characters/3/277376t.webp,1,1
1468,Bond Forger,203871,,https://cdn.myanimelist.net/images/characters/6/490843.webp,https://cdn.myanimelist.net/images/characters/6/490843.jpg,https://cdn.myanimelist.net/images/characters/6/490843t.webp,1,1
1469,Shinra Kishitani,24597,,https://cdn.myanimelist.net/images/characters/9/78385.webp,https://cdn.myanimelist.net/images/characters/9/78385.jpg,https://cdn.myanimelist.net/images/characters/9/78385t.webp,1,1
1470,Maho Hiyajou,83419,,https://cdn.myanimelist.net/images/characters/10/340197.webp,https://cdn.myanimelist.net/images/characters/10/340197.jpg,https://cdn.myanimelist.net/images/characters/10/340197t.webp,1,1
1471,Iris,133769,,https://cdn.myanimelist.net/images/characters/13/587867.webp,https://cdn.myanimelist.net/images/characters/13/587867.jpg,https://cdn.myanimelist.net/images/characters/13/587867t.webp,1,1
1472,Rei Ryuugazaki,83025,,https://cdn.myanimelist.net/images/characters/2/219131.webp,https://cdn.myanimelist.net/images/characters/2/219131.jpg,https://cdn.myanimelist.net/images/characters/2/219131t.webp,1,1
1473,Angelise Ikaruga Misurugi,111693,,https://cdn.myanimelist.net/images/characters/10/282625.webp,https://cdn.myanimelist.net/images/characters/10/282625.jpg,https://cdn.myanimelist.net/images/characters/10/282625t.webp,1,1
1474,Kyousuke Hori,91371,,https://cdn.myanimelist.net/images/characters/7/318212.webp,https://cdn.myanimelist.net/images/characters/7/318212.jpg,https://cdn.myanimelist.net/images/characters/7/318212t.webp,1,1
1475,Rakka,1995,,https://cdn.myanimelist.net/images/characters/10/54949.webp,https://cdn.myanimelist.net/images/characters/10/54949.jpg,https://cdn.myanimelist.net/images/characters/10/54949t.webp,1,1
1476,Riko Sakurauchi,135404,,https://cdn.myanimelist.net/images/characters/6/303965.webp,https://cdn.myanimelist.net/images/characters/6/303965.jpg,https://cdn.myanimelist.net/images/characters/6/303965t.webp,1,1
1477,Maika Sakuranomiya,152126,,https://cdn.myanimelist.net/images/characters/16/333106.webp,https://cdn.myanimelist.net/images/characters/16/333106.jpg,https://cdn.myanimelist.net/images/characters/16/333106t.webp,1,1
1478,Makoto Niijima,142801,,https://cdn.myanimelist.net/images/characters/11/309846.webp,https://cdn.myanimelist.net/images/characters/11/309846.jpg,https://cdn.myanimelist.net/images/characters/11/309846t.webp,1,1
1479,Rin Itoshi,188026,,https://cdn.myanimelist.net/images/characters/11/498288.webp,https://cdn.myanimelist.net/images/characters/11/498288.jpg,https://cdn.myanimelist.net/images/characters/11/498288t.webp,1,1
1480,Akihiko Kaji,137915,,https://cdn.myanimelist.net/images/characters/8/390600.webp,https://cdn.myanimelist.net/images/characters/8/390600.jpg,https://cdn.myanimelist.net/images/characters/8/390600t.webp,1,1
1481,Tachikoma,4808,,https://cdn.myanimelist.net/images/characters/15/98448.webp,https://cdn.myanimelist.net/images/characters/15/98448.jpg,https://cdn.myanimelist.net/images/characters/15/98448t.webp,1,1
1482,Kon,1089,,https://cdn.myanimelist.net/images/characters/8/102740.webp,https://cdn.myanimelist.net/images/characters/8/102740.jpg,https://cdn.myanimelist.net/images/characters/8/102740t.webp,1,1
1483,Akihisa Yoshii,27362,,https://cdn.myanimelist.net/images/characters/4/144703.webp,https://cdn.myanimelist.net/images/characters/4/144703.jpg,https://cdn.myanimelist.net/images/characters/4/144703t.webp,1,1
1484,Katsuhira Agata,134205,,https://cdn.myanimelist.net/images/characters/2/301985.webp,https://cdn.myanimelist.net/images/characters/2/301985.jpg,https://cdn.myanimelist.net/images/characters/2/301985t.webp,1,1
1485,Azusa Hamaoka,145327,,https://cdn.myanimelist.net/images/characters/3/385552.webp,https://cdn.myanimelist.net/images/characters/3/385552.jpg,https://cdn.myanimelist.net/images/characters/3/385552t.webp,1,1
1486,Riko,137239,,https://cdn.myanimelist.net/images/characters/4/326000.webp,https://cdn.myanimelist.net/images/characters/4/326000.jpg,https://cdn.myanimelist.net/images/characters/4/326000t.webp,1,1
1487,Shidou Itsuka,65257,,https://cdn.myanimelist.net/images/characters/12/202607.webp,https://cdn.myanimelist.net/images/characters/12/202607.jpg,https://cdn.myanimelist.net/images/characters/12/202607t.webp,1,1
1488,Lloyd Frontera,213675,,https://cdn.myanimelist.net/images/characters/9/481781.webp,https://cdn.myanimelist.net/images/characters/9/481781.jpg,https://cdn.myanimelist.net/images/characters/9/481781t.webp,1,1
1489,Ryuu Sanada,13534,,https://cdn.myanimelist.net/images/characters/10/598000.webp,https://cdn.myanimelist.net/images/characters/10/598000.jpg,https://cdn.myanimelist.net/images/characters/10/598000t.webp,1,1
1490,Kei Shirogane,161287,,https://cdn.myanimelist.net/images/characters/4/395331.webp,https://cdn.myanimelist.net/images/characters/4/395331.jpg,https://cdn.myanimelist.net/images/characters/4/395331t.webp,1,1
1491,Kongou,105547,,https://cdn.myanimelist.net/images/characters/4/255091.webp,https://cdn.myanimelist.net/images/characters/4/255091.jpg,https://cdn.myanimelist.net/images/characters/4/255091t.webp,1,1
1492,Buddha,184120,,https://cdn.myanimelist.net/images/characters/11/494715.webp,https://cdn.myanimelist.net/images/characters/11/494715.jpg,https://cdn.myanimelist.net/images/characters/11/494715t.webp,1,1
1493,Hiroomi Nase,81763,,https://cdn.myanimelist.net/images/characters/8/222655.webp,https://cdn.myanimelist.net/images/characters/8/222655.jpg,https://cdn.myanimelist.net/images/characters/8/222655t.webp,1,1
1494,Levi Kazama,52885,,https://cdn.myanimelist.net/images/characters/10/317851.webp,https://cdn.myanimelist.net/images/characters/10/317851.jpg,https://cdn.myanimelist.net/images/characters/10/317851t.webp,1,1
1495,Karuta Roromiya,28947,,https://cdn.myanimelist.net/images/characters/6/164673.webp,https://cdn.myanimelist.net/images/characters/6/164673.jpg,https://cdn.myanimelist.net/images/characters/6/164673t.webp,1,1
1496,Kurogane,129,,https://cdn.myanimelist.net/images/characters/12/77672.webp,https://cdn.myanimelist.net/images/characters/12/77672.jpg,https://cdn.myanimelist.net/images/characters/12/77672t.webp,1,1
1497,Ayumu Aikawa,38535,,https://cdn.myanimelist.net/images/characters/5/109594.webp,https://cdn.myanimelist.net/images/characters/5/109594.jpg,https://cdn.myanimelist.net/images/characters/5/109594t.webp,1,1
1498,Akihito Narihisago,172213,,https://cdn.myanimelist.net/images/characters/2/399799.webp,https://cdn.myanimelist.net/images/characters/2/399799.jpg,https://cdn.myanimelist.net/images/characters/2/399799t.webp,1,1
1499,Satoshi Isshiki,78475,,https://cdn.myanimelist.net/images/characters/8/253073.webp,https://cdn.myanimelist.net/images/characters/8/253073.jpg,https://cdn.myanimelist.net/images/characters/8/253073t.webp,1,1
1500,Sakura Adachi,118715,,https://cdn.myanimelist.net/images/characters/7/278227.webp,https://cdn.myanimelist.net/images/characters/7/278227.jpg,https://cdn.myanimelist.net/images/characters/7/278227t.webp,1,1
1501,Liuqi Wu,178886,,https://cdn.myanimelist.net/images/characters/13/410959.webp,https://cdn.myanimelist.net/images/characters/13/410959.jpg,https://cdn.myanimelist.net/images/characters/13/410959t.webp,1,1
1502,Heero Yuy,99,,https://cdn.myanimelist.net/images/characters/2/594101.webp,https://cdn.myanimelist.net/images/characters/2/594101.jpg,https://cdn.myanimelist.net/images/characters/2/594101t.webp,1,1
1503,Kuririn,2159,,https://cdn.myanimelist.net/images/characters/2/48517.webp,https://cdn.myanimelist.net/images/characters/2/48517.jpg,https://cdn.myanimelist.net/images/characters/2/48517t.webp,1,1
1504,Tomomi Nomiya,8732,,https://cdn.myanimelist.net/images/characters/12/84347.webp,https://cdn.myanimelist.net/images/characters/12/84347.jpg,https://cdn.myanimelist.net/images/characters/12/84347t.webp,1,1
1505,Momoe Sawaki,190742,,https://cdn.myanimelist.net/images/characters/16/443975.webp,https://cdn.myanimelist.net/images/characters/16/443975.jpg,https://cdn.myanimelist.net/images/characters/16/443975t.webp,1,1
1506,Ryuuji Ayukawa,174462,,https://cdn.myanimelist.net/images/characters/7/441170.webp,https://cdn.myanimelist.net/images/characters/7/441170.jpg,https://cdn.myanimelist.net/images/characters/7/441170t.webp,1,1
1507,North Italy,14790,,https://cdn.myanimelist.net/images/characters/9/290482.webp,https://cdn.myanimelist.net/images/characters/9/290482.jpg,https://cdn.myanimelist.net/images/characters/9/290482t.webp,1,1
1508,Zabuza Momochi,728,,https://cdn.myanimelist.net/images/characters/14/103706.webp,https://cdn.myanimelist.net/images/characters/14/103706.jpg,https://cdn.myanimelist.net/images/characters/14/103706t.webp,1,1
1509,Ibuki Mioda,73209,,https://cdn.myanimelist.net/images/characters/11/308482.webp,https://cdn.myanimelist.net/images/characters/11/308482.jpg,https://cdn.myanimelist.net/images/characters/11/308482t.webp,1,1
1510,Runa Yomozuki,137620,,https://cdn.myanimelist.net/images/characters/14/586187.webp,https://cdn.myanimelist.net/images/characters/14/586187.jpg,https://cdn.myanimelist.net/images/characters/14/586187t.webp,1,1
1511,Mamoru Endou,16412,,https://cdn.myanimelist.net/images/characters/3/119336.webp,https://cdn.myanimelist.net/images/characters/3/119336.jpg,https://cdn.myanimelist.net/images/characters/3/119336t.webp,1,1
1512,Daiki Mamura,73073,,https://cdn.myanimelist.net/images/characters/8/238053.webp,https://cdn.myanimelist.net/images/characters/8/238053.jpg,https://cdn.myanimelist.net/images/characters/8/238053t.webp,1,1
1513,Byakuya Togami,65541,,https://cdn.myanimelist.net/images/characters/16/218015.webp,https://cdn.myanimelist.net/images/characters/16/218015.jpg,https://cdn.myanimelist.net/images/characters/16/218015t.webp,1,1
1514,Teruki Hanazawa,124795,,https://cdn.myanimelist.net/images/characters/6/342630.webp,https://cdn.myanimelist.net/images/characters/6/342630.jpg,https://cdn.myanimelist.net/images/characters/6/342630t.webp,1,1
1515,Kanna Endo,9730,,https://cdn.myanimelist.net/images/characters/9/307680.webp,https://cdn.myanimelist.net/images/characters/9/307680.jpg,https://cdn.myanimelist.net/images/characters/9/307680t.webp,1,1
1516,Sunako Kirishiki,30477,,https://cdn.myanimelist.net/images/characters/3/565803.webp,https://cdn.myanimelist.net/images/characters/3/565803.jpg,https://cdn.myanimelist.net/images/characters/3/565803t.webp,1,1
1517,Kyousuke Natsume,4631,,https://cdn.myanimelist.net/images/characters/9/241453.webp,https://cdn.myanimelist.net/images/characters/9/241453.jpg,https://cdn.myanimelist.net/images/characters/9/241453t.webp,1,1
1518,Shuuya Kano,67943,,https://cdn.myanimelist.net/images/characters/6/334590.webp,https://cdn.myanimelist.net/images/characters/6/334590.jpg,https://cdn.myanimelist.net/images/characters/6/334590t.webp,1,1
1519,Bardock,6122,,https://cdn.myanimelist.net/images/characters/6/103847.webp,https://cdn.myanimelist.net/images/characters/6/103847.jpg,https://cdn.myanimelist.net/images/characters/6/103847t.webp,1,1
1520,Waver Velvet,16023,,https://cdn.myanimelist.net/images/characters/8/126883.webp,https://cdn.myanimelist.net/images/characters/8/126883.jpg,https://cdn.myanimelist.net/images/characters/8/126883t.webp,1,1
1521,Emanon,29828,,https://cdn.myanimelist.net/images/characters/14/167257.webp,https://cdn.myanimelist.net/images/characters/14/167257.jpg,https://cdn.myanimelist.net/images/characters/14/167257t.webp,1,1
1522,Kana Minami,5503,,https://cdn.myanimelist.net/images/characters/15/69360.webp,https://cdn.myanimelist.net/images/characters/15/69360.jpg,https://cdn.myanimelist.net/images/characters/15/69360t.webp,1,1
1523,Kiba Inuzuka,3495,,https://cdn.myanimelist.net/images/characters/11/131217.webp,https://cdn.myanimelist.net/images/characters/11/131217.jpg,https://cdn.myanimelist.net/images/characters/11/131217t.webp,1,1
1524,Michiru Kaiou,2829,,https://cdn.myanimelist.net/images/characters/3/247153.webp,https://cdn.myanimelist.net/images/characters/3/247153.jpg,https://cdn.myanimelist.net/images/characters/3/247153t.webp,1,1
1525,Eriri Spencer Sawamura,90179,,https://cdn.myanimelist.net/images/characters/4/325308.webp,https://cdn.myanimelist.net/images/characters/4/325308.jpg,https://cdn.myanimelist.net/images/characters/4/325308t.webp,1,1
1526,Lockon Stratos,4235,,https://cdn.myanimelist.net/images/characters/2/48520.webp,https://cdn.myanimelist.net/images/characters/2/48520.jpg,https://cdn.myanimelist.net/images/characters/2/48520t.webp,1,1
1527,Nino,28623,,https://cdn.myanimelist.net/images/characters/4/87153.webp,https://cdn.myanimelist.net/images/characters/4/87153.jpg,https://cdn.myanimelist.net/images/characters/4/87153t.webp,1,1
1528,Kaoru Yamazaki,2866,,https://cdn.myanimelist.net/images/characters/15/51927.webp,https://cdn.myanimelist.net/images/characters/15/51927.jpg,https://cdn.myanimelist.net/images/characters/15/51927t.webp,1,1
1529,Agni,140842,,https://cdn.myanimelist.net/images/characters/14/308195.webp,https://cdn.myanimelist.net/images/characters/14/308195.jpg,https://cdn.myanimelist.net/images/characters/14/308195t.webp,1,1
1530,Touko Aozaki,5266,,https://cdn.myanimelist.net/images/characters/2/35111.webp,https://cdn.myanimelist.net/images/characters/2/35111.jpg,https://cdn.myanimelist.net/images/characters/2/35111t.webp,1,1
1531,Kyouya Sata,58417,,https://cdn.myanimelist.net/images/characters/11/269789.webp,https://cdn.myanimelist.net/images/characters/11/269789.jpg,https://cdn.myanimelist.net/images/characters/11/269789t.webp,1,1
1532,Ayato Yuri,137549,,https://cdn.myanimelist.net/images/characters/16/303774.webp,https://cdn.myanimelist.net/images/characters/16/303774.jpg,https://cdn.myanimelist.net/images/characters/16/303774t.webp,1,1
1533,Tifa Lockhart,758,,https://cdn.myanimelist.net/images/characters/15/407817.webp,https://cdn.myanimelist.net/images/characters/15/407817.jpg,https://cdn.myanimelist.net/images/characters/15/407817t.webp,1,1
1534,Irisviel von Einzbern,15164,,https://cdn.myanimelist.net/images/characters/14/30256.webp,https://cdn.myanimelist.net/images/characters/14/30256.jpg,https://cdn.myanimelist.net/images/characters/14/30256t.webp,1,1
1535,Haruka Sakura,194888,,https://cdn.myanimelist.net/images/characters/9/458760.webp,https://cdn.myanimelist.net/images/characters/9/458760.jpg,https://cdn.myanimelist.net/images/characters/9/458760t.webp,1,1
1536,Tsukimi Kurashita,34973,,https://cdn.myanimelist.net/images/characters/7/104427.webp,https://cdn.myanimelist.net/images/characters/7/104427.jpg,https://cdn.myanimelist.net/images/characters/7/104427t.webp,1,1
1537,Hizuru Minakata,175493,,https://cdn.myanimelist.net/images/characters/12/474201.webp,https://cdn.myanimelist.net/images/characters/12/474201.jpg,https://cdn.myanimelist.net/images/characters/12/474201t.webp,1,1
1538,Kushina Uzumaki,7302,,https://cdn.myanimelist.net/images/characters/14/158761.webp,https://cdn.myanimelist.net/images/characters/14/158761.jpg,https://cdn.myanimelist.net/images/characters/14/158761t.webp,1,1
1539,Kamille Bidan,1341,,https://cdn.myanimelist.net/images/characters/13/107738.webp,https://cdn.myanimelist.net/images/characters/13/107738.jpg,https://cdn.myanimelist.net/images/characters/13/107738t.webp,1,1
1540,Shintarou Kisaragi,67167,,https://cdn.myanimelist.net/images/characters/3/334593.webp,https://cdn.myanimelist.net/images/characters/3/334593.jpg,https://cdn.myanimelist.net/images/characters/3/334593t.webp,1,1
1541,Soi Fon,905,,https://cdn.myanimelist.net/images/characters/14/76136.webp,https://cdn.myanimelist.net/images/characters/14/76136.jpg,https://cdn.myanimelist.net/images/characters/14/76136t.webp,1,1
1542,Agito Wanijima,1558,,https://cdn.myanimelist.net/images/characters/10/50788.webp,https://cdn.myanimelist.net/images/characters/10/50788.jpg,https://cdn.myanimelist.net/images/characters/10/50788t.webp,1,1
1543,Hayate Ayasaki,2563,,https://cdn.myanimelist.net/images/characters/6/96603.webp,https://cdn.myanimelist.net/images/characters/6/96603.jpg,https://cdn.myanimelist.net/images/characters/6/96603t.webp,1,1
1544,Sooyoung Han,190831,,https://cdn.myanimelist.net/images/characters/9/454149.webp,https://cdn.myanimelist.net/images/characters/9/454149.jpg,https://cdn.myanimelist.net/images/characters/9/454149t.webp,1,1
1545,Beerus,76348,,https://cdn.myanimelist.net/images/characters/12/348954.webp,https://cdn.myanimelist.net/images/characters/12/348954.jpg,https://cdn.myanimelist.net/images/characters/12/348954t.webp,1,1
1546,Shizuku Murasaki,5833,,https://cdn.myanimelist.net/images/characters/10/178469.webp,https://cdn.myanimelist.net/images/characters/10/178469.jpg,https://cdn.myanimelist.net/images/characters/10/178469t.webp,1,1
1547,Elliot Nightray,21105,,https://cdn.myanimelist.net/images/characters/10/542532.webp,https://cdn.myanimelist.net/images/characters/10/542532.jpg,https://cdn.myanimelist.net/images/characters/10/542532t.webp,1,1
1548,Shi-Woon Yi,21562,,https://cdn.myanimelist.net/images/characters/11/202367.webp,https://cdn.myanimelist.net/images/characters/11/202367.jpg,https://cdn.myanimelist.net/images/characters/11/202367t.webp,1,1
1549,Russia,14796,,https://cdn.myanimelist.net/images/characters/5/292491.webp,https://cdn.myanimelist.net/images/characters/5/292491.jpg,https://cdn.myanimelist.net/images/characters/5/292491t.webp,1,1
1550,Karyl,176544,,https://cdn.myanimelist.net/images/characters/13/405831.webp,https://cdn.myanimelist.net/images/characters/13/405831.jpg,https://cdn.myanimelist.net/images/characters/13/405831t.webp,1,1
1551,Saya Kisaragi,41966,,https://cdn.myanimelist.net/images/characters/10/121715.webp,https://cdn.myanimelist.net/images/characters/10/121715.jpg,https://cdn.myanimelist.net/images/characters/10/121715t.webp,1,1
1552,Soushirou Hoshina,187499,,https://cdn.myanimelist.net/images/characters/5/549658.webp,https://cdn.myanimelist.net/images/characters/5/549658.jpg,https://cdn.myanimelist.net/images/characters/5/549658t.webp,1,1
1553,Athrun Zala,114,,https://cdn.myanimelist.net/images/characters/6/92453.webp,https://cdn.myanimelist.net/images/characters/6/92453.jpg,https://cdn.myanimelist.net/images/characters/6/92453t.webp,1,1
1554,Komachi Hikigaya,67075,,https://cdn.myanimelist.net/images/characters/12/208819.webp,https://cdn.myanimelist.net/images/characters/12/208819.jpg,https://cdn.myanimelist.net/images/characters/12/208819t.webp,1,1
1555,Shouei Barou,178723,,https://cdn.myanimelist.net/images/characters/16/576062.webp,https://cdn.myanimelist.net/images/characters/16/576062.jpg,https://cdn.myanimelist.net/images/characters/16/576062t.webp,1,1
1556,America,14793,,https://cdn.myanimelist.net/images/characters/9/88073.webp,https://cdn.myanimelist.net/images/characters/9/88073.jpg,https://cdn.myanimelist.net/images/characters/9/88073t.webp,1,1
1557,Ikta Solork,118719,,https://cdn.myanimelist.net/images/characters/14/308028.webp,https://cdn.myanimelist.net/images/characters/14/308028.jpg,https://cdn.myanimelist.net/images/characters/14/308028t.webp,1,1
1558,Mitsuki,128188,,https://cdn.myanimelist.net/images/characters/13/435397.webp,https://cdn.myanimelist.net/images/characters/13/435397.jpg,https://cdn.myanimelist.net/images/characters/13/435397t.webp,1,1
1559,Mizuho,197083,,https://cdn.myanimelist.net/images/characters/4/455666.webp,https://cdn.myanimelist.net/images/characters/4/455666.jpg,https://cdn.myanimelist.net/images/characters/4/455666t.webp,1,1
1560,Eiko Tsukimi,203657,,https://cdn.myanimelist.net/images/characters/15/562726.webp,https://cdn.myanimelist.net/images/characters/15/562726.jpg,https://cdn.myanimelist.net/images/characters/15/562726t.webp,1,1
1561,Daichi Sawamura,67323,,https://cdn.myanimelist.net/images/characters/4/417864.webp,https://cdn.myanimelist.net/images/characters/4/417864.jpg,https://cdn.myanimelist.net/images/characters/4/417864t.webp,1,1
1562,Moriko Morioka,153565,,https://cdn.myanimelist.net/images/characters/11/356076.webp,https://cdn.myanimelist.net/images/characters/11/356076.jpg,https://cdn.myanimelist.net/images/characters/11/356076t.webp,1,1
1563,Ichirou Inuyashiki,114453,,https://cdn.myanimelist.net/images/characters/5/261247.webp,https://cdn.myanimelist.net/images/characters/5/261247.jpg,https://cdn.myanimelist.net/images/characters/5/261247t.webp,1,1
1564,Shinka Nibutani,65871,,https://cdn.myanimelist.net/images/characters/2/254697.webp,https://cdn.myanimelist.net/images/characters/2/254697.jpg,https://cdn.myanimelist.net/images/characters/2/254697t.webp,1,1
1565,Ha Yuri Jahad,175866,,https://cdn.myanimelist.net/images/characters/14/409963.webp,https://cdn.myanimelist.net/images/characters/14/409963.jpg,https://cdn.myanimelist.net/images/characters/14/409963t.webp,1,1
1566,Rudol von Stroheim,21958,,https://cdn.myanimelist.net/images/characters/15/191600.webp,https://cdn.myanimelist.net/images/characters/15/191600.jpg,https://cdn.myanimelist.net/images/characters/15/191600t.webp,1,1
1567,Aoi Kunieda,22222,,https://cdn.myanimelist.net/images/characters/12/134339.webp,https://cdn.myanimelist.net/images/characters/12/134339.jpg,https://cdn.myanimelist.net/images/characters/12/134339t.webp,1,1
1568,Abel Nightroad,1672,,https://cdn.myanimelist.net/images/characters/8/127341.webp,https://cdn.myanimelist.net/images/characters/8/127341.jpg,https://cdn.myanimelist.net/images/characters/8/127341t.webp,1,1
1569,Yoriichi Tsugikuni,174159,,https://cdn.myanimelist.net/images/characters/12/394870.webp,https://cdn.myanimelist.net/images/characters/12/394870.jpg,https://cdn.myanimelist.net/images/characters/12/394870t.webp,1,1
1570,Kuro,43187,,https://cdn.myanimelist.net/images/characters/3/135279.webp,https://cdn.myanimelist.net/images/characters/3/135279.jpg,https://cdn.myanimelist.net/images/characters/3/135279t.webp,1,1
1571,Aira Shiratori,198942,,https://cdn.myanimelist.net/images/characters/6/554080.webp,https://cdn.myanimelist.net/images/characters/6/554080.jpg,https://cdn.myanimelist.net/images/characters/6/554080t.webp,1,1
1572,Hajime Saitou,29421,,https://cdn.myanimelist.net/images/characters/13/565620.webp,https://cdn.myanimelist.net/images/characters/13/565620.jpg,https://cdn.myanimelist.net/images/characters/13/565620t.webp,1,1
1573,Haqua du Lot Herminium,18866,,https://cdn.myanimelist.net/images/characters/15/116928.webp,https://cdn.myanimelist.net/images/characters/15/116928.jpg,https://cdn.myanimelist.net/images/characters/15/116928t.webp,1,1
1574,Hanzou Urushihara,83103,,https://cdn.myanimelist.net/images/characters/9/204641.webp,https://cdn.myanimelist.net/images/characters/9/204641.jpg,https://cdn.myanimelist.net/images/characters/9/204641t.webp,1,1
1575,Hikaru Kusakabe,33933,,https://cdn.myanimelist.net/images/characters/12/428286.webp,https://cdn.myanimelist.net/images/characters/12/428286.jpg,https://cdn.myanimelist.net/images/characters/12/428286t.webp,1,1
1576,Rikuo Nura,12953,,https://cdn.myanimelist.net/images/characters/4/90134.webp,https://cdn.myanimelist.net/images/characters/4/90134.jpg,https://cdn.myanimelist.net/images/characters/4/90134t.webp,1,1
1577,Alice Carroll,382,,https://cdn.myanimelist.net/images/characters/10/449276.webp,https://cdn.myanimelist.net/images/characters/10/449276.jpg,https://cdn.myanimelist.net/images/characters/10/449276t.webp,1,1
1578,Vignette Tsukinose April,143075,,https://cdn.myanimelist.net/images/characters/7/377188.webp,https://cdn.myanimelist.net/images/characters/7/377188.jpg,https://cdn.myanimelist.net/images/characters/7/377188t.webp,1,1
1579,Nana,740,,https://cdn.myanimelist.net/images/characters/15/81735.webp,https://cdn.myanimelist.net/images/characters/15/81735.jpg,https://cdn.myanimelist.net/images/characters/15/81735t.webp,1,1
1580,Ange Ushiromiya,19407,,https://cdn.myanimelist.net/images/characters/16/580971.webp,https://cdn.myanimelist.net/images/characters/16/580971.jpg,https://cdn.myanimelist.net/images/characters/16/580971t.webp,1,1
1581,Erika Furudo,36045,,https://cdn.myanimelist.net/images/characters/10/104744.webp,https://cdn.myanimelist.net/images/characters/10/104744.jpg,https://cdn.myanimelist.net/images/characters/10/104744t.webp,1,1
1582,Sai,1901,,https://cdn.myanimelist.net/images/characters/3/36032.webp,https://cdn.myanimelist.net/images/characters/3/36032.jpg,https://cdn.myanimelist.net/images/characters/3/36032t.webp,1,1
1583,Umetarou Nozaki,87269,,https://cdn.myanimelist.net/images/characters/8/307565.webp,https://cdn.myanimelist.net/images/characters/8/307565.jpg,https://cdn.myanimelist.net/images/characters/8/307565t.webp,1,1
1584,Reimu Hakurei,5443,,https://cdn.myanimelist.net/images/characters/14/567865.webp,https://cdn.myanimelist.net/images/characters/14/567865.jpg,https://cdn.myanimelist.net/images/characters/14/567865t.webp,1,1
