id,name,mal_id,source,image,image_fallback,image_small,rarity,active
0,Lelouch Lamperouge,417,Code Geass: Hangyaku no Lelouch,https://cdn.myanimelist.net/images/characters/8/406163.webp,https://cdn.myanimelist.net/images/characters/8/406163.jpg,https://cdn.myanimelist.net/images/characters/8/406163t.webp,3,1
1,Luffy Monkey D.,40,,https://cdn.myanimelist.net/images/characters/9/310307.webp,https://cdn.myanimelist.net/images/characters/9/310307.jpg,https://cdn.myanimelist.net/images/characters/9/310307t.webp,3,1
2,Levi,45627,,https://cdn.myanimelist.net/images/characters/2/241413.webp,https://cdn.myanimelist.net/images/characters/2/241413.jpg,https://cdn.myanimelist.net/images/characters/2/241413t.webp,3,1
3,L Lawliet,71,,https://cdn.myanimelist.net/images/characters/10/249647.webp,https://cdn.myanimelist.net/images/characters/10/249647.jpg,https://cdn.myanimelist.net/images/characters/10/249647t.webp,3,1
4,Zoro Roronoa,62,,https://cdn.myanimelist.net/images/characters/3/100534.webp,https://cdn.myanimelist.net/images/characters/3/100534.jpg,https://cdn.myanimelist.net/images/characters/3/100534t.webp,3,1
5,Killua Zoldyck,27,,https://cdn.myanimelist.net/images/characters/2/327920.webp,https://cdn.myanimelist.net/images/characters/2/327920.jpg,https://cdn.myanimelist.net/images/characters/2/327920t.webp,3,1
6,Light Yagami,80,,https://cdn.myanimelist.net/images/characters/6/63870.webp,https://cdn.myanimelist.net/images/characters/6/63870.jpg,https://cdn.myanimelist.net/images/characters/6/63870t.webp,3,1
7,Rintarou Okabe,35252,,https://cdn.myanimelist.net/images/characters/6/122643.webp,https://cdn.myanimelist.net/images/characters/6/122643.jpg,https://cdn.myanimelist.net/images/characters/6/122643t.webp,3,1
8,Edward Elric,11,,https://cdn.myanimelist.net/images/characters/9/72533.webp,https://cdn.myanimelist.net/images/characters/9/72533.jpg,https://cdn.myanimelist.net/images/characters/9/72533t.webp,3,1
9,Naruto Uzumaki,17,,https://cdn.myanimelist.net/images/characters/12/61330.webp,https://cdn.myanimelist.net/images/characters/12/61330.jpg,https://cdn.myanimelist.net/images/characters/12/61330t.webp,3,1
10,Guts,422,,https://cdn.myanimelist.net/images/characters/13/284125.webp,https://cdn.myanimelist.net/images/characters/13/284125.jpg,https://cdn.myanimelist.net/images/characters/13/284125t.webp,3,1
11,Gintoki Sakata,672,,https://cdn.myanimelist.net/images/characters/15/241479.webp,https://cdn.myanimelist.net/images/characters/15/241479.jpg,https://cdn.myanimelist.net/images/characters/15/241479t.webp,3,1
12,Eren Yeager,40882,,https://cdn.myanimelist.net/images/characters/10/216895.webp,https://cdn.myanimelist.net/images/characters/10/216895.jpg,https://cdn.myanimelist.net/images/characters/10/216895t.webp,3,1
13,Kurisu Makise,34470,,https://cdn.myanimelist.net/images/characters/12/492885.webp,https://cdn.myanimelist.net/images/characters/12/492885.jpg,https://cdn.myanimelist.net/images/characters/12/492885t.webp,3,1
14,Itachi Uchiha,14,,https://cdn.myanimelist.net/images/characters/9/284122.webp,https://cdn.myanimelist.net/images/characters/9/284122.jpg,https://cdn.myanimelist.net/images/characters/9/284122t.webp,3,1
15,Satoru Gojou,164471,,https://cdn.myanimelist.net/images/characters/15/422168.webp,https://cdn.myanimelist.net/images/characters/15/422168.jpg,https://cdn.myanimelist.net/images/characters/15/422168t.webp,3,1
16,Mikasa Ackerman,40881,,https://cdn.myanimelist.net/images/characters/9/215563.webp,https://cdn.myanimelist.net/images/characters/9/215563.jpg,https://cdn.myanimelist.net/images/characters/9/215563t.webp,3,1
17,Ken Kaneki,87275,,https://cdn.myanimelist.net/images/characters/15/307255.webp,https://cdn.myanimelist.net/images/characters/15/307255.jpg,https://cdn.myanimelist.net/images/characters/15/307255t.webp,3,1
18,Hachiman Hikigaya,67065,,https://cdn.myanimelist.net/images/characters/4/203555.webp,https://cdn.myanimelist.net/images/characters/4/203555.jpg,https://cdn.myanimelist.net/images/characters/4/203555t.webp,3,1
19,Kakashi Hatake,85,,https://cdn.myanimelist.net/images/characters/7/284129.webp,https://cdn.myanimelist.net/images/characters/7/284129.jpg,https://cdn.myanimelist.net/images/characters/7/284129t.webp,3,1
20,Spike Spiegel,1,,https://cdn.myanimelist.net/images/characters/11/516853.webp,https://cdn.myanimelist.net/images/characters/11/516853.jpg,https://cdn.myanimelist.net/images/characters/11/516853t.webp,3,1
21,Saitama,73935,,https://cdn.myanimelist.net/images/characters/11/294388.webp,https://cdn.myanimelist.net/images/characters/11/294388.jpg,https://cdn.myanimelist.net/images/characters/11/294388t.webp,3,1
22,Rem,118763,,https://cdn.myanimelist.net/images/characters/9/311327.webp,https://cdn.myanimelist.net/images/characters/9/311327.jpg,https://cdn.myanimelist.net/images/characters/9/311327t.webp,3,1
23,Joseph Joestar,6356,,https://cdn.myanimelist.net/images/characters/7/316615.webp,https://cdn.myanimelist.net/images/characters/7/316615.jpg,https://cdn.myanimelist.net/images/characters/7/316615t.webp,3,1
24,Megumin,117225,,https://cdn.myanimelist.net/images/characters/14/349249.webp,https://cdn.myanimelist.net/images/characters/14/349249.jpg,https://cdn.myanimelist.net/images/characters/14/349249t.webp,3,1
25,Hitagi Senjougahara,22037,,https://cdn.myanimelist.net/images/characters/11/287902.webp,https://cdn.myanimelist.net/images/characters/11/287902.jpg,https://cdn.myanimelist.net/images/characters/11/287902t.webp,3,1
26,Kazuto Kirigaya,36765,,https://cdn.myanimelist.net/images/characters/7/204821.webp,https://cdn.myanimelist.net/images/characters/7/204821.jpg,https://cdn.myanimelist.net/images/characters/7/204821t.webp,3,1
27,Arataka Reigen,109931,,https://cdn.myanimelist.net/images/characters/16/308364.webp,https://cdn.myanimelist.net/images/characters/16/308364.jpg,https://cdn.myanimelist.net/images/characters/16/308364t.webp,3,1
28,Yato,84677,,https://cdn.myanimelist.net/images/characters/3/328158.webp,https://cdn.myanimelist.net/images/characters/3/328158.jpg,https://cdn.myanimelist.net/images/characters/3/328158t.webp,3,1
29,Mai Sakurajima,118739,,https://cdn.myanimelist.net/images/characters/2/366639.webp,https://cdn.myanimelist.net/images/characters/2/366639.jpg,https://cdn.myanimelist.net/images/characters/2/366639t.webp,3,1
30,Roy Mustang,68,,https://cdn.myanimelist.net/images/characters/11/510227.webp,https://cdn.myanimelist.net/images/characters/11/510227.jpg,https://cdn.myanimelist.net/images/characters/11/510227t.webp,3,1
31,Violet Evergarden,141354,,https://cdn.myanimelist.net/images/characters/9/345616.webp,https://cdn.myanimelist.net/images/characters/9/345616.jpg,https://cdn.myanimelist.net/images/characters/9/345616t.webp,3,1
32,Zero Two,155679,,https://cdn.myanimelist.net/images/characters/14/559013.webp,https://cdn.myanimelist.net/images/characters/14/559013.jpg,https://cdn.myanimelist.net/images/characters/14/559013t.webp,3,1
33,Kiyotaka Ayanokouji,128909,,https://cdn.myanimelist.net/images/characters/4/539058.webp,https://cdn.myanimelist.net/images/characters/4/539058.jpg,https://cdn.myanimelist.net/images/characters/4/539058t.webp,3,1
34,Osamu Dazai,125056,,https://cdn.myanimelist.net/images/characters/5/307236.webp,https://cdn.myanimelist.net/images/characters/5/307236.jpg,https://cdn.myanimelist.net/images/characters/5/307236t.webp,3,1
35,Ichigo Kurosaki,5,,https://cdn.myanimelist.net/images/characters/3/512788.webp,https://cdn.myanimelist.net/images/characters/3/512788.jpg,https://cdn.myanimelist.net/images/characters/3/512788t.webp,3,1
36,Hisoka Morow,31,,https://cdn.myanimelist.net/images/characters/3/174561.webp,https://cdn.myanimelist.net/images/characters/3/174561.jpg,https://cdn.myanimelist.net/images/characters/3/174561t.webp,3,1
37,Kamina,2075,,https://cdn.myanimelist.net/images/characters/7/83946.webp,https://cdn.myanimelist.net/images/characters/7/83946.jpg,https://cdn.myanimelist.net/images/characters/7/83946t.webp,3,1
38,Shinobu Oshino,23602,,https://cdn.myanimelist.net/images/characters/16/234167.webp,https://cdn.myanimelist.net/images/characters/16/234167.jpg,https://cdn.myanimelist.net/images/characters/16/234167t.webp,3,1
39,Eikichi Onizuka,434,,https://cdn.myanimelist.net/images/characters/8/241475.webp,https://cdn.myanimelist.net/images/characters/8/241475.jpg,https://cdn.myanimelist.net/images/characters/8/241475t.webp,3,1
40,Saber,497,,https://cdn.myanimelist.net/images/characters/6/275276.webp,https://cdn.myanimelist.net/images/characters/6/275276.jpg,https://cdn.myanimelist.net/images/characters/6/275276t.webp,3,1
41,Thorfinn,10138,,https://cdn.myanimelist.net/images/characters/9/309871.webp,https://cdn.myanimelist.net/images/characters/9/309871.jpg,https://cdn.myanimelist.net/images/characters/9/309871t.webp,3,1
42,Sanji,305,,https://cdn.myanimelist.net/images/characters/5/136769.webp,https://cdn.myanimelist.net/images/characters/5/136769.jpg,https://cdn.myanimelist.net/images/characters/5/136769t.webp,3,1
43,Taiga Aisaka,12064,,https://cdn.myanimelist.net/images/characters/11/514086.webp,https://cdn.myanimelist.net/images/characters/11/514086.jpg,https://cdn.myanimelist.net/images/characters/11/514086t.webp,3,1
44,Koyomi Araragi,22036,,https://cdn.myanimelist.net/images/characters/16/559456.webp,https://cdn.myanimelist.net/images/characters/16/559456.jpg,https://cdn.myanimelist.net/images/characters/16/559456t.webp,3,1
45,Asuna Yuuki,36828,,https://cdn.myanimelist.net/images/characters/15/262053.webp,https://cdn.myanimelist.net/images/characters/15/262053.jpg,https://cdn.myanimelist.net/images/characters/15/262053t.webp,3,1
46,Gokuu Son,246,,https://cdn.myanimelist.net/images/characters/15/72546.webp,https://cdn.myanimelist.net/images/characters/15/72546.jpg,https://cdn.myanimelist.net/images/characters/15/72546t.webp,3,1
47,Sasuke Uchiha,13,,https://cdn.myanimelist.net/images/characters/9/131317.webp,https://cdn.myanimelist.net/images/characters/9/131317.jpg,https://cdn.myanimelist.net/images/characters/9/131317t.webp,3,1
48,Asuka Langley Souryuu,94,,https://cdn.myanimelist.net/images/characters/12/79465.webp,https://cdn.myanimelist.net/images/characters/12/79465.jpg,https://cdn.myanimelist.net/images/characters/12/79465t.webp,3,1
49,Yuno Gasai,4963,,https://cdn.myanimelist.net/images/characters/5/280576.webp,https://cdn.myanimelist.net/images/characters/5/280576.jpg,https://cdn.myanimelist.net/images/characters/5/280576t.webp,3,1
50,Holo,7373,,https://cdn.myanimelist.net/images/characters/15/319492.webp,https://cdn.myanimelist.net/images/characters/15/319492.jpg,https://cdn.myanimelist.net/images/characters/15/319492t.webp,3,1
51,Alucard,601,,https://cdn.myanimelist.net/images/characters/15/74607.webp,https://cdn.myanimelist.net/images/characters/15/74607.jpg,https://cdn.myanimelist.net/images/characters/15/74607t.webp,3,1
52,Askeladd,13020,,https://cdn.myanimelist.net/images/characters/14/401940.webp,https://cdn.myanimelist.net/images/characters/14/401940.jpg,https://cdn.myanimelist.net/images/characters/14/401940t.webp,3,1
53,Erwin Smith,46496,,https://cdn.myanimelist.net/images/characters/14/559023.webp,https://cdn.myanimelist.net/images/characters/14/559023.jpg,https://cdn.myanimelist.net/images/characters/14/559023t.webp,3,1
54,C.C.,1111,,https://cdn.myanimelist.net/images/characters/13/33815.webp,https://cdn.myanimelist.net/images/characters/13/33815.jpg,https://cdn.myanimelist.net/images/characters/13/33815t.webp,3,1
55,Johan Liebert,719,,https://cdn.myanimelist.net/images/characters/4/316522.webp,https://cdn.myanimelist.net/images/characters/4/316522.jpg,https://cdn.myanimelist.net/images/characters/4/316522t.webp,3,1
56,Shigeo Kageyama,109929,,https://cdn.myanimelist.net/images/characters/6/343344.webp,https://cdn.myanimelist.net/images/characters/6/343344.jpg,https://cdn.myanimelist.net/images/characters/6/343344t.webp,3,1
57,Joutarou Kuujou,4003,,https://cdn.myanimelist.net/images/characters/9/312302.webp,https://cdn.myanimelist.net/images/characters/9/312302.jpg,https://cdn.myanimelist.net/images/characters/9/312302t.webp,3,1
58,Kaguya Shinomiya,136359,,https://cdn.myanimelist.net/images/characters/2/504723.webp,https://cdn.myanimelist.net/images/characters/2/504723.jpg,https://cdn.myanimelist.net/images/characters/2/504723t.webp,3,1
59,Homura Akemi,38005,,https://cdn.myanimelist.net/images/characters/16/526748.webp,https://cdn.myanimelist.net/images/characters/16/526748.jpg,https://cdn.myanimelist.net/images/characters/16/526748t.webp,3,1
60,Frieren,184947,,https://cdn.myanimelist.net/images/characters/7/525105.webp,https://cdn.myanimelist.net/images/characters/7/525105.jpg,https://cdn.myanimelist.net/images/characters/7/525105t.webp,3,1
61,Izuku Midoriya,117909,,https://cdn.myanimelist.net/images/characters/7/299404.webp,https://cdn.myanimelist.net/images/characters/7/299404.jpg,https://cdn.myanimelist.net/images/characters/7/299404t.webp,3,1
62,Kurapika,28,,https://cdn.myanimelist.net/images/characters/3/549312.webp,https://cdn.myanimelist.net/images/characters/3/549312.jpg,https://cdn.myanimelist.net/images/characters/3/549312t.webp,3,1
63,Shouto Todoroki,118489,,https://cdn.myanimelist.net/images/characters/12/332527.webp,https://cdn.myanimelist.net/images/characters/12/332527.jpg,https://cdn.myanimelist.net/images/characters/12/332527t.webp,3,1
64,Kaori Miyazono,69411,,https://cdn.myanimelist.net/images/characters/14/269375.webp,https://cdn.myanimelist.net/images/characters/14/269375.jpg,https://cdn.myanimelist.net/images/characters/14/269375t.webp,3,1
65,Rin Toosaka,498,,https://cdn.myanimelist.net/images/characters/2/270529.webp,https://cdn.myanimelist.net/images/characters/2/270529.jpg,https://cdn.myanimelist.net/images/characters/2/270529t.webp,3,1
66,Tanjirou Kamado,146156,,https://cdn.myanimelist.net/images/characters/6/386735.webp,https://cdn.myanimelist.net/images/characters/6/386735.jpg,https://cdn.myanimelist.net/images/characters/6/386735t.webp,3,1
67,Kusuo Saiki,90291,,https://cdn.myanimelist.net/images/characters/12/337932.webp,https://cdn.myanimelist.net/images/characters/12/337932.jpg,https://cdn.myanimelist.net/images/characters/12/337932t.webp,3,1
68,Marin Kitagawa,166439,,https://cdn.myanimelist.net/images/characters/10/459773.webp,https://cdn.myanimelist.net/images/characters/10/459773.jpg,https://cdn.myanimelist.net/images/characters/10/459773t.webp,3,1
69,Rimuru Tempest,131549,,https://cdn.myanimelist.net/images/characters/4/495795.webp,https://cdn.myanimelist.net/images/characters/4/495795.jpg,https://cdn.myanimelist.net/images/characters/4/495795t.webp,3,1
70,Senkuu Ishigami,148984,,https://cdn.myanimelist.net/images/characters/4/478454.webp,https://cdn.myanimelist.net/images/characters/4/478454.jpg,https://cdn.myanimelist.net/images/characters/4/478454t.webp,3,1
71,Yukino Yukinoshita,67067,,https://cdn.myanimelist.net/images/characters/4/202721.webp,https://cdn.myanimelist.net/images/characters/4/202721.jpg,https://cdn.myanimelist.net/images/characters/4/202721t.webp,3,1
72,Katsuki Bakugou,117911,,https://cdn.myanimelist.net/images/characters/12/299406.webp,https://cdn.myanimelist.net/images/characters/12/299406.jpg,https://cdn.myanimelist.net/images/characters/12/299406t.webp,3,1
73,Emilia,118737,,https://cdn.myanimelist.net/images/characters/16/551926.webp,https://cdn.myanimelist.net/images/characters/16/551926.jpg,https://cdn.myanimelist.net/images/characters/16/551926t.webp,3,1
74,Subaru Natsuki,118735,,https://cdn.myanimelist.net/images/characters/15/315153.webp,https://cdn.myanimelist.net/images/characters/15/315153.jpg,https://cdn.myanimelist.net/images/characters/15/315153t.webp,3,1
75,Izaya Orihara,24596,,https://cdn.myanimelist.net/images/characters/12/313152.webp,https://cdn.myanimelist.net/images/characters/12/313152.jpg,https://cdn.myanimelist.net/images/characters/12/313152t.webp,3,1
76,Houtarou Oreki,55131,,https://cdn.myanimelist.net/images/characters/15/308148.webp,https://cdn.myanimelist.net/images/characters/15/308148.jpg,https://cdn.myanimelist.net/images/characters/15/308148t.webp,3,1
77,Robin Nico,61,,https://cdn.myanimelist.net/images/characters/16/363700.webp,https://cdn.myanimelist.net/images/characters/16/363700.jpg,https://cdn.myanimelist.net/images/characters/16/363700t.webp,3,1
78,Kurumi Tokisaki,70069,,https://cdn.myanimelist.net/images/characters/8/310255.webp,https://cdn.myanimelist.net/images/characters/8/310255.jpg,https://cdn.myanimelist.net/images/characters/8/310255t.webp,3,1
79,Revy,458,,https://cdn.myanimelist.net/images/characters/10/78871.webp,https://cdn.myanimelist.net/images/characters/10/78871.jpg,https://cdn.myanimelist.net/images/characters/10/78871t.webp,3,1
80,Sebastian Michaelis,10863,,https://cdn.myanimelist.net/images/characters/6/44160.webp,https://cdn.myanimelist.net/images/characters/6/44160.jpg,https://cdn.myanimelist.net/images/characters/6/44160t.webp,3,1
81,Gon Freecss,30,,https://cdn.myanimelist.net/images/characters/11/174517.webp,https://cdn.myanimelist.net/images/characters/11/174517.jpg,https://cdn.myanimelist.net/images/characters/11/174517t.webp,3,1
82,Natsu Dragneel,5187,,https://cdn.myanimelist.net/images/characters/15/594274.webp,https://cdn.myanimelist.net/images/characters/15/594274.jpg,https://cdn.myanimelist.net/images/characters/15/594274t.webp,3,1
83,Power,170733,,https://cdn.myanimelist.net/images/characters/7/494969.webp,https://cdn.myanimelist.net/images/characters/7/494969.jpg,https://cdn.myanimelist.net/images/characters/7/494969t.webp,3,1
84,Miku Nakano,160603,,https://cdn.myanimelist.net/images/characters/15/507743.webp,https://cdn.myanimelist.net/images/characters/15/507743.jpg,https://cdn.myanimelist.net/images/characters/15/507743t.webp,3,1
85,Yuu Ishigami,143185,,https://cdn.myanimelist.net/images/characters/7/372840.webp,https://cdn.myanimelist.net/images/characters/7/372840.jpg,https://cdn.myanimelist.net/images/characters/7/372840t.webp,3,1
86,Law Trafalgar,13767,,https://cdn.myanimelist.net/images/characters/10/258757.webp,https://cdn.myanimelist.net/images/characters/10/258757.jpg,https://cdn.myanimelist.net/images/characters/10/258757t.webp,3,1
87,Armin Arlert,46494,,https://cdn.myanimelist.net/images/characters/8/220267.webp,https://cdn.myanimelist.net/images/characters/8/220267.jpg,https://cdn.myanimelist.net/images/characters/8/220267t.webp,3,1
88,Kazuma Satou,117221,,https://cdn.myanimelist.net/images/characters/8/301302.webp,https://cdn.myanimelist.net/images/characters/8/301302.jpg,https://cdn.myanimelist.net/images/characters/8/301302t.webp,3,1
89,Vegeta,913,,https://cdn.myanimelist.net/images/characters/14/86185.webp,https://cdn.myanimelist.net/images/characters/14/86185.jpg,https://cdn.myanimelist.net/images/characters/14/86185t.webp,3,1
90,Rei Ayanami,86,,https://cdn.myanimelist.net/images/characters/11/314932.webp,https://cdn.myanimelist.net/images/characters/11/314932.jpg,https://cdn.myanimelist.net/images/characters/11/314932t.webp,3,1
91,Shinji Ikari,89,,https://cdn.myanimelist.net/images/characters/5/225177.webp,https://cdn.myanimelist.net/images/characters/5/225177.jpg,https://cdn.myanimelist.net/images/characters/5/225177t.webp,3,1
92,Hange Zoë,71121,,https://cdn.myanimelist.net/images/characters/15/208637.webp,https://cdn.myanimelist.net/images/characters/15/208637.jpg,https://cdn.myanimelist.net/images/characters/15/208637t.webp,3,1
93,Koro-sensei,65643,,https://cdn.myanimelist.net/images/characters/9/277325.webp,https://cdn.myanimelist.net/images/characters/9/277325.jpg,https://cdn.myanimelist.net/images/characters/9/277325t.webp,3,1
94,Denji,170732,,https://cdn.myanimelist.net/images/characters/3/492407.webp,https://cdn.myanimelist.net/images/characters/3/492407.jpg,https://cdn.myanimelist.net/images/characters/3/492407t.webp,3,1
95,Rias Gremory,50389,,https://cdn.myanimelist.net/images/characters/5/150011.webp,https://cdn.myanimelist.net/images/characters/5/150011.jpg,https://cdn.myanimelist.net/images/characters/5/150011t.webp,3,1
96,Rikka Takanashi,65865,,https://cdn.myanimelist.net/images/characters/2/257273.webp,https://cdn.myanimelist.net/images/characters/2/257273.jpg,https://cdn.myanimelist.net/images/characters/2/257273t.webp,3,1
97,Shouyou Hinata,64769,,https://cdn.myanimelist.net/images/characters/11/243919.webp,https://cdn.myanimelist.net/images/characters/11/243919.jpg,https://cdn.myanimelist.net/images/characters/11/243919t.webp,3,1
98,Jin-Woo Sung,174185,,https://cdn.myanimelist.net/images/characters/2/540692.webp,https://cdn.myanimelist.net/images/characters/2/540692.jpg,https://cdn.myanimelist.net/images/characters/2/540692t.webp,3,1
99,Musashi Miyamoto,6194,,https://cdn.myanimelist.net/images/characters/9/557004.webp,https://cdn.myanimelist.net/images/characters/9/557004.jpg,https://cdn.myanimelist.net/images/characters/9/557004t.webp,3,1
100,Erza Scarlet,5189,,https://cdn.myanimelist.net/images/characters/12/492254.webp,https://cdn.myanimelist.net/images/characters/12/492254.jpg,https://cdn.myanimelist.net/images/characters/12/492254t.webp,2,1
101,Takumi Usui,14523,,https://cdn.myanimelist.net/images/characters/7/591074.webp,https://cdn.myanimelist.net/images/characters/7/591074.jpg,https://cdn.myanimelist.net/images/characters/7/591074t.webp,2,1
102,Shikamaru Nara,2007,,https://cdn.myanimelist.net/images/characters/3/131315.webp,https://cdn.myanimelist.net/images/characters/3/131315.jpg,https://cdn.myanimelist.net/images/characters/3/131315t.webp,2,1
103,Gyro Zeppeli,11772,,https://cdn.myanimelist.net/images/characters/13/311885.webp,https://cdn.myanimelist.net/images/characters/13/311885.jpg,https://cdn.myanimelist.net/images/characters/13/311885t.webp,2,1
104,Maomao,155904,,https://cdn.myanimelist.net/images/characters/16/371204.webp,https://cdn.myanimelist.net/images/characters/16/371204.jpg,https://cdn.myanimelist.net/images/characters/16/371204t.webp,2,1
105,Misato Katsuragi,1259,,https://cdn.myanimelist.net/images/characters/15/515181.webp,https://cdn.myanimelist.net/images/characters/15/515181.jpg,https://cdn.myanimelist.net/images/characters/15/515181t.webp,2,1
106,Meruem,23277,,https://cdn.myanimelist.net/images/characters/6/243861.webp,https://cdn.myanimelist.net/images/characters/6/243861.jpg,https://cdn.myanimelist.net/images/characters/6/243861t.webp,2,1
107,Mikoto Misaka,13701,,https://cdn.myanimelist.net/images/characters/16/569611.webp,https://cdn.myanimelist.net/images/characters/16/569611.jpg,https://cdn.myanimelist.net/images/characters/16/569611t.webp,2,1
108,Vash the Stampede,162,,https://cdn.myanimelist.net/images/characters/10/89607.webp,https://cdn.myanimelist.net/images/characters/10/89607.jpg,https://cdn.myanimelist.net/images/characters/10/89607t.webp,2,1
109,Kiritsugu Emiya,10010,,https://cdn.myanimelist.net/images/characters/4/474826.webp,https://cdn.myanimelist.net/images/characters/4/474826.jpg,https://cdn.myanimelist.net/images/characters/4/474826t.webp,2,1
110,Souma Yukihira,75216,,https://cdn.myanimelist.net/images/characters/8/277503.webp,https://cdn.myanimelist.net/images/characters/8/277503.jpg,https://cdn.myanimelist.net/images/characters/8/277503t.webp,2,1
111,Makima,170734,,https://cdn.myanimelist.net/images/characters/4/489561.webp,https://cdn.myanimelist.net/images/characters/4/489561.jpg,https://cdn.myanimelist.net/images/characters/4/489561t.webp,2,1
112,Yuuji Itadori,163847,,https://cdn.myanimelist.net/images/characters/6/467646.webp,https://cdn.myanimelist.net/images/characters/6/467646.jpg,https://cdn.myanimelist.net/images/characters/6/467646t.webp,2,1
113,Ryuuko Matoi,83797,,https://cdn.myanimelist.net/images/characters/5/454530.webp,https://cdn.myanimelist.net/images/characters/5/454530.jpg,https://cdn.myanimelist.net/images/characters/5/454530t.webp,2,1
114,Hei,2160,,https://cdn.myanimelist.net/images/characters/8/78781.webp,https://cdn.myanimelist.net/images/characters/8/78781.jpg,https://cdn.myanimelist.net/images/characters/8/78781t.webp,2,1
115,Zenitsu Agatsuma,146158,,https://cdn.myanimelist.net/images/characters/10/459689.webp,https://cdn.myanimelist.net/images/characters/10/459689.jpg,https://cdn.myanimelist.net/images/characters/10/459689t.webp,2,1
116,Karma Akabane,71933,,https://cdn.myanimelist.net/images/characters/4/274913.webp,https://cdn.myanimelist.net/images/characters/4/274913.jpg,https://cdn.myanimelist.net/images/characters/4/274913t.webp,2,1
117,Chopper Tony Tony,309,,https://cdn.myanimelist.net/images/characters/3/100536.webp,https://cdn.myanimelist.net/images/characters/3/100536.jpg,https://cdn.myanimelist.net/images/characters/3/100536t.webp,2,1
118,Simon,2257,,https://cdn.myanimelist.net/images/characters/10/28353.webp,https://cdn.myanimelist.net/images/characters/10/28353.jpg,https://cdn.myanimelist.net/images/characters/10/28353t.webp,2,1
119,Shizuo Heiwajima,24595,,https://cdn.myanimelist.net/images/characters/5/110552.webp,https://cdn.myanimelist.net/images/characters/5/110552.jpg,https://cdn.myanimelist.net/images/characters/5/110552t.webp,2,1
120,Ginko,425,,https://cdn.myanimelist.net/images/characters/14/303453.webp,https://cdn.myanimelist.net/images/characters/14/303453.jpg,https://cdn.myanimelist.net/images/characters/14/303453t.webp,2,1
121,Mashiro Shiina,61371,,https://cdn.myanimelist.net/images/characters/5/183449.webp,https://cdn.myanimelist.net/images/characters/5/183449.jpg,https://cdn.myanimelist.net/images/characters/5/183449t.webp,2,1
122,Izumi Miyamura,66173,,https://cdn.myanimelist.net/images/characters/12/507110.webp,https://cdn.myanimelist.net/images/characters/12/507110.jpg,https://cdn.myanimelist.net/images/characters/12/507110t.webp,2,1
123,Shouko Nishimiya,80243,,https://cdn.myanimelist.net/images/characters/5/302315.webp,https://cdn.myanimelist.net/images/characters/5/302315.jpg,https://cdn.myanimelist.net/images/characters/5/302315t.webp,2,1
124,Dio Brando,4004,,https://cdn.myanimelist.net/images/characters/8/330539.webp,https://cdn.myanimelist.net/images/characters/8/330539.jpg,https://cdn.myanimelist.net/images/characters/8/330539t.webp,2,1
125,Nami,723,,https://cdn.myanimelist.net/images/characters/6/59914.webp,https://cdn.myanimelist.net/images/characters/6/59914.jpg,https://cdn.myanimelist.net/images/characters/6/59914t.webp,2,1
126,Hitori Gotou,206276,,https://cdn.myanimelist.net/images/characters/8/491455.webp,https://cdn.myanimelist.net/images/characters/8/491455.jpg,https://cdn.myanimelist.net/images/characters/8/491455t.webp,2,1
127,Chika Fujiwara,140810,,https://cdn.myanimelist.net/images/characters/15/559031.webp,https://cdn.myanimelist.net/images/characters/15/559031.jpg,https://cdn.myanimelist.net/images/characters/15/559031t.webp,2,1
128,Haruhi Suzumiya,251,,https://cdn.myanimelist.net/images/characters/13/284136.webp,https://cdn.myanimelist.net/images/characters/13/284136.jpg,https://cdn.myanimelist.net/images/characters/13/284136t.webp,2,1
129,Gilgamesh,2514,,https://cdn.myanimelist.net/images/characters/12/338672.webp,https://cdn.myanimelist.net/images/characters/12/338672.jpg,https://cdn.myanimelist.net/images/characters/12/338672t.webp,2,1
130,Griffith,424,,https://cdn.myanimelist.net/images/characters/9/326322.webp,https://cdn.myanimelist.net/images/characters/9/326322.jpg,https://cdn.myanimelist.net/images/characters/9/326322t.webp,2,1
131,Kyou Souma,209,,https://cdn.myanimelist.net/images/characters/11/413334.webp,https://cdn.myanimelist.net/images/characters/11/413334.jpg,https://cdn.myanimelist.net/images/characters/11/413334t.webp,2,1
132,Konata Izumi,2169,,https://cdn.myanimelist.net/images/characters/13/39208.webp,https://cdn.myanimelist.net/images/characters/13/39208.jpg,https://cdn.myanimelist.net/images/characters/13/39208t.webp,2,1
133,Sakuta Azusagawa,118733,,https://cdn.myanimelist.net/images/characters/11/398261.webp,https://cdn.myanimelist.net/images/characters/11/398261.jpg,https://cdn.myanimelist.net/images/characters/11/398261t.webp,2,1
134,Yami Sukehiro,127764,,https://cdn.myanimelist.net/images/characters/6/338843.webp,https://cdn.myanimelist.net/images/characters/6/338843.jpg,https://cdn.myanimelist.net/images/characters/6/338843t.webp,2,1
135,Lain Iwakura,2219,,https://cdn.myanimelist.net/images/characters/10/78358.webp,https://cdn.myanimelist.net/images/characters/10/78358.jpg,https://cdn.myanimelist.net/images/characters/10/78358t.webp,2,1
136,Sora,82523,,https://cdn.myanimelist.net/images/characters/12/274345.webp,https://cdn.myanimelist.net/images/characters/12/274345.jpg,https://cdn.myanimelist.net/images/characters/12/274345t.webp,2,1
